,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_X,frac_AA,frac_CC,frac_DD,frac_EE,frac_FF,frac_GG,frac_HH,frac_II,frac_KK,frac_LL,frac_MM,frac_NN,frac_PP,frac_QQ,frac_RR,frac_SS,frac_TT,frac_VV,frac_WW,frac_YY,frac_XX,frac_AC,frac_AD,frac_AE,frac_AF,frac_AG,frac_AH,frac_AI,frac_AK,frac_AL,frac_AM,frac_AN,frac_AP,frac_AQ,frac_AR,frac_AS,frac_AT,frac_AV,frac_AW,frac_AY,frac_AX,frac_CD,frac_CE,frac_CF,frac_CG,frac_CH,frac_CI,frac_CK,frac_CL,frac_CM,frac_CN,frac_CP,frac_CQ,frac_CR,frac_CS,frac_CT,frac_CV,frac_CW,frac_CY,frac_CX,frac_DE,frac_DF,frac_DG,frac_DH,frac_DI,frac_DK,frac_DL,frac_DM,frac_DN,frac_DP,frac_DQ,frac_DR,frac_DS,frac_DT,frac_DV,frac_DW,frac_DY,frac_DX,frac_EF,frac_EG,frac_EH,frac_EI,frac_EK,frac_EL,frac_EM,frac_EN,frac_EP,frac_EQ,frac_ER,frac_ES,frac_ET,frac_EV,frac_EW,frac_EY,frac_EX,frac_FG,frac_FH,frac_FI,frac_FK,frac_FL,frac_FM,frac_FN,frac_FP,frac_FQ,frac_FR,frac_FS,frac_FT,frac_FV,frac_FW,frac_FY,frac_FX,frac_GH,frac_GI,frac_GK,frac_GL,frac_GM,frac_GN,frac_GP,frac_GQ,frac_GR,frac_GS,frac_GT,frac_GV,frac_GW,frac_GY,frac_GX,frac_HI,frac_HK,frac_HL,frac_HM,frac_HN,frac_HP,frac_HQ,frac_HR,frac_HS,frac_HT,frac_HV,frac_HW,frac_HY,frac_HX,frac_IK,frac_IL,frac_IM,frac_IN,frac_IP,frac_IQ,frac_IR,frac_IS,frac_IT,frac_IV,frac_IW,frac_IY,frac_IX,frac_KL,frac_KM,frac_KN,frac_KP,frac_KQ,frac_KR,frac_KS,frac_KT,frac_KV,frac_KW,frac_KY,frac_KX,frac_LM,frac_LN,frac_LP,frac_LQ,frac_LR,frac_LS,frac_LT,frac_LV,frac_LW,frac_LY,frac_LX,frac_MN,frac_MP,frac_MQ,frac_MR,frac_MS,frac_MT,frac_MV,frac_MW,frac_MY,frac_MX,frac_NP,frac_NQ,frac_NR,frac_NS,frac_NT,frac_NV,frac_NW,frac_NY,frac_NX,frac_PQ,frac_PR,frac_PS,frac_PT,frac_PV,frac_PW,frac_PY,frac_PX,frac_QR,frac_QS,frac_QT,frac_QV,frac_QW,frac_QY,frac_QX,frac_RS,frac_RT,frac_RV,frac_RW,frac_RY,frac_RX,frac_ST,frac_SV,frac_SW,frac_SY,frac_SX,frac_TV,frac_TW,frac_TY,frac_TX,frac_VW,frac_VY,frac_VX,frac_WY,frac_WX,frac_XY,mol_weight,chr_frac,pi,aromatic_frac,instability,gravy,frac_helix,frac_sheet,frac_coil,chr_ph1,chr_ph2,chr_ph3,chr_ph4,chr_ph5,chr_ph6,chr_ph7,chr_ph8,chr_ph9,chr_ph10,chr_ph11,chr_ph12,chr_ph13,identity,AAs_TMHs,first 60 AAs,N_in_cytop
mean,0.07866645546798091,0.01562866979561627,0.05500054066126358,0.06987861792643593,0.03831095805245539,0.0666578816189101,0.027849005675089605,0.055057373166023736,0.06126344003825441,0.0951189697640681,0.02318160445493747,0.04153429182404583,0.04643444852136509,0.03991633252268312,0.05634606169631056,0.06784450761351125,0.05213630321066784,0.06471653046962735,0.012649229861939842,0.03142840798826623,0.000380369670513994,0.008407919668208915,0.00047643590788138844,0.0033711675344875853,0.006182020555322721,0.0016644022927097017,0.005061252066555812,0.005151971429575822,0.0031863142518522626,0.005113450611255994,0.009299218944674677,0.0005505653839236778,0.0021941512671937646,0.0029504848573449227,0.002267917084873582,0.004171714581693951,0.005890324968556167,0.0030301462824743218,0.004717816771567672,0.0002052787163623288,0.0012549082382003758,2.0537129087464066e-05,0.0021272203752615653,0.008417753817252762,0.011137646010542356,0.005538586051045889,0.010296113338531879,0.0032348768020835287,0.008377192809015416,0.008811045529495643,0.015959152976561666,0.0038812519520460467,0.005585763924070714,0.0071156582692004765,0.0066336606507244045,0.008923398600871919,0.009820013040882876,0.008192781871280815,0.010604893290663999,0.0018445110939090575,0.004262179792985441,5.4483072089667345e-05,0.0016279551160899462,0.0017786020062421717,0.0013068633681408439,0.0023684281882755402,0.0009154116042787249,0.001610618903838096,0.0017707138367388387,0.0027654036639580062,0.0005457026977534006,0.0012747161667823262,0.0015646574802951668,0.0012477281175183573,0.001919347984626408,0.0023479225029287374,0.001685218083239691,0.0019991481906370527,0.00042326530529567094,0.0011057269456910307,2.4348853234256463e-05,0.007974176379554363,0.004848849793236228,0.007699149396880958,0.0022546395987948103,0.0068589654201199465,0.006516048675077636,0.01059450574191216,0.002420162748211888,0.004289124637383476,0.005471833275266586,0.0037037670992937795,0.005682614209260226,0.007039656107590311,0.0052966377799443356,0.007461283436453839,0.0015167529586130075,0.0037859619874307986,7.804761642333544e-06,0.004983305050111209,0.008335155472683325,0.0031275855084354435,0.00825086610926503,0.01011066377470217,0.014048134130116048,0.0031940514932912297,0.005953995583472576,0.005942426494464344,0.005707762322057008,0.008019774496137931,0.007817904594137481,0.006596354512194836,0.009021908657344683,0.001682611059917874,0.004039780780169761,3.215810087286827e-05,0.005224083652427129,0.0019172307210175764,0.004303814129242972,0.004182954503493824,0.007116167701683489,0.001433100495085142,0.003310673703240357,0.0033801731918702087,0.0028969226668241477,0.004236746297123552,0.005698826062990731,0.004263251081924479,0.005005634535608365,0.0009889066740584112,0.0028745063120354337,1.22744464793358e-05,0.0033714749143271107,0.007042460256297283,0.007608967307836106,0.011452974656576825,0.002993346828056237,0.005659769506460374,0.006466787010047654,0.00483127923504987,0.007212702961961697,0.01042765339666783,0.007375474709177339,0.00820558262705054,0.0017390000674564238,0.004312867588779275,9.534130529184613e-05,0.0025261435783048886,0.002349249146045475,0.004500323952126042,0.0013332924108586254,0.0017647331057233239,0.002348071390245259,0.0018814217560252696,0.0027821922615505314,0.0034742834128869953,0.0022521903717403645,0.00279531573442947,0.0006794571027230938,0.001575790792614853,7.86401190685121e-06,0.007444608670362129,0.009662935023966797,0.002143397306153224,0.005236226045703343,0.0047378438285463585,0.004322864372675869,0.006135577845204442,0.007487108316831257,0.006103964074806299,0.007088549994752052,0.0012486057923747878,0.0035433494731419834,2.0111479940991444e-05,0.011828153466015514,0.0028833126593099207,0.00564570650587663,0.0048873285284257995,0.0050219948060385294,0.006861631930064971,0.007341895305718905,0.005983136829203236,0.007840814023278466,0.0014919721557836911,0.0038045196715919723,3.8793127141801386e-05,0.003835792617319271,0.007902405947760352,0.008844264474231589,0.008192113970211322,0.0115399948251368,0.013444253067282459,0.010316511195456,0.011945683433040383,0.002389863839124859,0.005900326407439813,3.1801175518706126e-05,0.0018539612728102272,0.001901182151308498,0.001761739425756138,0.0024222774979950875,0.0031181381378167037,0.0023077598830767124,0.002681266994789887,0.0005054739331405807,0.0011243636905851884,8.432685824846216e-06,0.003942563498164574,0.0033152264932258565,0.004243364637168415,0.005482968420640118,0.00413431813880639,0.005220304932366097,0.0011119697584868974,0.0028949803878250933,1.0934682708989873e-05,0.0035947142509473212,0.004851519404346625,0.006687182811998901,0.005312514999218889,0.006301014262244942,0.0010586474815652998,0.0027504018633998633,2.6996164382411614e-05,0.0048225346069556505,0.005009068428927329,0.0039817322142303374,0.004896635110494871,0.001134284545118394,0.002472394216327992,1.4721937812075811e-05,0.006957477150527676,0.005217603992336363,0.007276930978636366,0.0016415832077557066,0.0037607731879189463,2.657241489566954e-05,0.0070434013937419335,0.008740460926497266,0.0017287541837928974,0.004168911809420695,1.746661822627252e-05,0.007761900502795838,0.001362520511942892,0.0032841257841092508,1.6265497552421075e-05,0.0015517902406406347,0.0039754363881913226,1.651951017654749e-05,0.0008566142513205516,4.902370578715886e-06,2.1377425756118412e-05,30039.12567214164,0.2703376659973627,6.890686977630174,0.08238859590266207,40.65643494842213,-0.3340348950213258,0.3281090876516748,0.2774716702391017,0.3494177725130537,38.518336544503526,38.31728806734088,36.47135171266972,25.86975046428202,9.042395462402371,1.1153841499377979,-2.693426222437063,-4.251859640203857,-7.926796903473168,-19.53275580109569,-30.98919626336871,-39.06911098651898,-45.36493285473081,0.3223784959922972,8.008705227217916,2.3052660143108294,0.19988621039595314
std,0.04159807140189396,0.022791838839883238,0.023395481533698897,0.03262725112578339,0.020303415089557898,0.03208565680454183,0.021610119039435688,0.02795833771162666,0.036590723425611885,0.03381957692135343,0.014013772437573062,0.025666603980687732,0.029641085430216072,0.02337430668079419,0.030334907416008545,0.02961370620292545,0.023666128520083745,0.026193995808446963,0.011601266946371437,0.01869871874920027,0.006879417988190856,0.014977513776891126,0.0033617827286652763,0.006101218557766991,0.01025397551530258,0.003723550494072466,0.01009122452337286,0.012943585620341017,0.005572964241731927,0.009039603142394858,0.01092017961435882,0.0020605433713412093,0.009572890097370038,0.009629975350787471,0.005764613350206883,0.007559820246570264,0.008908002475611772,0.005689295001840808,0.007678812960084012,0.0012585420042091004,0.0031427466740693685,0.0015597490698533892,0.00550633368908393,0.00907218647485978,0.011499197920660733,0.0071728380115248114,0.011501134973486949,0.005172638361338131,0.009344409140371034,0.010332748851189323,0.014840737821816262,0.005649393547853486,0.007734766259728216,0.009521029493783511,0.008592231299768625,0.01070231000705497,0.00986923689763006,0.008955654845796867,0.010536304094545047,0.004091640352180758,0.005845640257023715,0.0024560942768439248,0.004305431232952742,0.004694496317583737,0.003617425072818162,0.00664922973833299,0.003244676608859943,0.004116596500585634,0.005866763599956752,0.005315025773782566,0.0023126863533037313,0.003970059946426272,0.004978606271343981,0.004169626442621333,0.005356775333144865,0.006061335788529025,0.005242367032898377,0.005004265034477298,0.0021353817715359224,0.0037754049219776453,0.0014029087772715635,0.009088548177992938,0.006241058030736806,0.008616851949898101,0.004164039073076009,0.007622611751278974,0.00823821464117049,0.009527907166772718,0.0043939790551897045,0.005981918763545996,0.007042071099730744,0.005440728733290573,0.007057009051923805,0.008078853934112116,0.006410316210392444,0.007695180079098556,0.003744428039906425,0.0054962726164550415,0.00046974417984516943,0.0064984824460332345,0.008811087092813481,0.005094039978609986,0.00923104794416624,0.012027006669974206,0.012874835262183517,0.00525839240795699,0.007600035418243365,0.007352230282287361,0.007701753484283258,0.009527920890576995,0.008347213522936619,0.00730527335965944,0.00923014871018034,0.003721814011283348,0.005904918657771662,0.0017045652053126578,0.006745432287848919,0.0037477761577828497,0.006328166328181699,0.006413541312273246,0.00819046606836821,0.0032345890879792506,0.0051579143688629285,0.005166552260614481,0.004774758358104189,0.005953270444542963,0.007028249681935963,0.005817239437700478,0.00628660856582737,0.002735891249950051,0.004828394250322323,0.0007049514073353316,0.005391068686557238,0.008127824422087591,0.009153733371605898,0.010662941712511233,0.004883871105074359,0.0072745171727374835,0.016553380901824528,0.006564296086300369,0.008894721682038998,0.012229632381287311,0.008670613445426415,0.00870161533310563,0.004085804825065457,0.006185497793647316,0.0030950128572028285,0.004560383315880798,0.004613651713475383,0.006240144180889642,0.0032281632879341366,0.003713646910226198,0.004305942970934172,0.004368472737897329,0.005080410981587101,0.005809735422925688,0.00423355569971766,0.004723034130255556,0.002237441948626046,0.0034136634875174465,0.0005467636391422873,0.00952678460285844,0.009996931438128801,0.0040839194307976815,0.007201514075203079,0.0062199714452053365,0.006210916917500382,0.007251593735503874,0.008194383504233491,0.0073001213416121905,0.007847674975169926,0.0030636528806358906,0.005841383509176071,0.0011848600205341582,0.01175790127620331,0.005195965044798598,0.007968712577538247,0.007246146460984772,0.007389467866853312,0.009620350310082341,0.00880841809019631,0.007510783905855965,0.009542531143715602,0.0038365892859946417,0.0060690913827861365,0.0015062031282544412,0.005463172317314748,0.00843823852976083,0.009578399476012741,0.00948709355322499,0.011193929023562635,0.01114459442953444,0.00929471482145513,0.010257648650546757,0.004500097880712049,0.006882446256332753,0.0014609458103757608,0.0038732947347809655,0.00399007536587814,0.0038944515460629845,0.00445947873971051,0.004970211461911068,0.004260369689502035,0.0044388542060619825,0.0019674783441434684,0.0027860119482451765,0.0005275529859677814,0.006695471978334444,0.00541466342463409,0.005982117184918213,0.007315999937896094,0.006021425942777745,0.006604534395820043,0.0030157849819462427,0.004955589519227703,0.0006352770984810136,0.005834965691405945,0.008155503955458403,0.00910468723154734,0.007050953014516113,0.007409896614867258,0.0029324705412557234,0.004885908366375056,0.0012400048054822738,0.007206402668315274,0.00667721328534904,0.005782493235666485,0.006345111413366807,0.0031039243314169656,0.0044885337717097485,0.00078577280419459,0.008704512832151342,0.006632088888906052,0.008394217887425559,0.0038252579833091666,0.005713649552699921,0.0012762028128397952,0.008369804729666822,0.008587551783634944,0.003711552167392871,0.006341198914592893,0.0009748592854376235,0.008634846445289042,0.003555721417008556,0.005201214902798452,0.0008921655319772917,0.003451962295293724,0.005556712956664305,0.0008311800919955498,0.0025570136707104563,0.00036234466740519785,0.0008909775900278298,24656.26500263686,0.06522536045636906,1.8988924744495044,0.03278779985376706,13.907631854888198,0.40696176290265873,0.06596902361987295,0.05816427598609175,0.061363065016128926,30.905844871065586,30.759346964078002,29.396701792190246,21.488932063699295,11.95696843719747,10.887646517520876,11.202871736138476,11.422399083240448,12.57752140896162,19.671220552929555,28.620108707852914,34.046022595313886,38.473404474738295,0.38599342589917607,31.92212597510517,7.4674771065923595,0.24464166822650096
